ID,親ID,名称,別称,URL,分類,説明,稼働状況,Database name,Alternative name,URL (English),Database description,Operation status,カタログリンク（日本語）,カタログリンク（英語）,横断検索リンク,アーカイブリンク（日本語）,アーカイブリンク（英語）,RDFポータルリンク,ヒトDB ID,ヒトDBリンク（日本語）,ヒトDBリンク（英語）
NBDC00001,,Integbioデータベースカタログ,,http://integbio.jp/dbcatalog,データベース,"国内外の生命科学系データベースの所在情報 (URL)と、データベースについての説明や生物種などの基本的な属性情報 (メタデータ)をまとめたデータベースです。

文部科学省、厚生労働省、農林水産省、経済産業省の4省による生命科学系データベース統合の取り組みの一環としてこれまで4省が独自にもっていた以下のデータベースのリストを集約し、4省にまたがるデータベースカタログを構築しました。2011年12月にベータ版を公開し、2012年10月には正規公開版サイトを公開しました。その後も4省が協力して継続的にデータベースの情報を収集し、カタログへの追加・更新を行っています。



- 生命科学系データベースカタログ

- WINGpro

- MEDALSデータベース便覧

- AgrIDのデータベース便覧

- 医薬基盤・健康・栄養研究所のデータベースリスト",稼動中,Integbio Database Catalog,,http://integbio.jp/dbcatalog/?lang=en,"This database collects URL information from international life science databases and the associated basic metadata, including descriptions of the database and information about the species. Databases include those independently operated by the Ministry of Education, Culture, Sports, Science and Technology, the Ministry of Health, Labour and Welfare, the Ministry of Agriculture, Forestry and Fisheries, and the Ministry of Economy, Trade and Industry. Since the catalog began in October 2012, the respective ministries have continued to accumulate information for the database, adding to and updating the catalog, which includes:



- Database Catalog

- WINGpro

- MEDALS Database Catalog

- AgrID Database Catalog

- National Institute of Biomedical Innovation database list",Active,https://integbio.jp/dbcatalog/record/nbdc00001,https://integbio.jp/dbcatalog/en/record/nbdc00001,t,,,https://integbio.jp/rdf/dataset/dbcatalog,,,
NBDC00002,,3DinSight,,http://gibk26.bio.kyutech.ac.jp/jouhou/3dinsight/3DinSight.html,データベース,生体分子の構造、機能及び物性に関する統合型データベースです。蛋白質立体構造データベース (PDB)を中心に、PROSITE、Protein Mutant Database (PMD)などの機能情報、PIR、SWISSPROT、アミノ酸の物理化学的性質などのデータをリレーショナルデータベース上に統合しました。構造、機能、物性を組み合わせたさなざまな検索を行い、これらの間の関係について調べることができます。構造と機能及び物性の間の関係性については可視化を行っています (例：自動的に機能部位をマッピングした構造データのリアルタイム3D表示など）。,休止,3DinSight,,http://gibk26.bio.kyutech.ac.jp/jouhou/3dinsight/3DinSight.html,"3DinSight is a database that helps users explore the relationship between the structure, function, and properties of biomolecules. Structural data are derived from the Protein Data Bank (PDB) and displayed as real-time 3D images by RasMol and Virtual Reality Modeling Language (VRML). Functional domains and mutations are identified by PROSITE and Protein Mutant Database, respectively.",Inactive,https://integbio.jp/dbcatalog/record/nbdc00002,https://integbio.jp/dbcatalog/en/record/nbdc00002,t,,,,,,
NBDC00003,,5'SAGE,,http://5sage.gi.k.u-tokyo.ac.jp/,データベース,"ヒト細胞株11ラインについて、5' SAGE法を用いて網羅的に遺伝子発現の解析を行った結果を収録したデータベースです。ライン間の発現の違いが分かりやすく表示されます。
オリジナルSAGE法は3'側の特定の断片を用いて遺伝子を特定するものであり、最長27bpの断片を用いることで発現遺伝子のゲノム上の位置を決定することができます。しかしながら5'端の情報は正確でないものが多く、遺伝子の機能を明らかにする上で問題になることがあります。こうした問題を克服し、さらに詳細な解析を行うため、転写開始点及び遺伝子発現頻度を観察できる5'-end SAGE (5'SAGE)法を開発しました。",休止,5'SAGE,5'-end serial analysis of gene expression database,http://5sage.gi.k.u-tokyo.ac.jp/,,Inactive,https://integbio.jp/dbcatalog/record/nbdc00003,https://integbio.jp/dbcatalog/en/record/nbdc00003,,,,,,,
NBDC00004,,AAindex,,http://www.genome.jp/aaindex/,データベース,"アミノ酸やアミノ酸ペアの物理化学的、生化学的な様々な特性を、過去の文献データの収集とクラスター解析により数値で指標化したデータベースです。AAindex1、AAindex2、AAindex3の3つのデータベースから構成されています。
AAindex1：アミノ酸の特性を表現した20の数値セットのデータベース
AAindex2：アミノ酸置換行列のデータベース
AAindex3：アミノ酸間の相互作用ポテンシャルのデータベース",稼動中,AAindex,"Amino acid indices, substitution matrices and pair-wise contact potentials",http://www.genome.jp/aaindex/,"The AAindex database collects and organizes amino acid properties. Users can search from dozens of studies summarizing multiple biophysical parameters for three types of information:
- AAindex1: Biophysical properties of individual amino acids. All indexed studies have been compared to other studies in the database and pairwise correlation coefficients between related studies are provided. 
- AAindex2: Substitution indices indicating amino acid similarity.
- AAindex3: Pairwise contact potentials between amino acids in various contexts.
All three databases can be searched either by study or keyword using DBGET.",Active,https://integbio.jp/dbcatalog/record/nbdc00004,https://integbio.jp/dbcatalog/en/record/nbdc00004,t,,,,,,
NBDC00005,,ANIMAL SEARCH SYSTEM (マウス系統検索）,,http://www2.brc.riken.jp/lab/animal/search.php,データベース,ヒトのモデル動物として遺伝子機能の解明、病気の治療法や薬の開発に役立つマウスについて、その系統の収集・保存・提供を実施しています。このマウス系統検索では、フリーキーワード、系統名、遺伝子名、RBRC NOを指定することが可能です。系統の種類や研究目的から探すこともできます。またオンラインで提供依頼書の作成ができます。オンラインカタログで検索したリソースをカートに入れることで必要な書類を自動的に作成します。,稼動中,Animal Search System,,http://www2.brc.riken.jp/lab/animal/search.php,"Animal Search System allows keyword searches to be performed on more than 2000 strains of mice available from the RIKEN BRC, including transgenic, knockout, inbred, wild-derived, ENU mutant and congenic strains. Although the top page is written in Japanese, each search result has a link to the English page. The system also provides detailed information that capture the characteristics of the strain, such as the strain name, description, gene details, references, availability status, images and so on.",Active,https://integbio.jp/dbcatalog/record/nbdc00005,https://integbio.jp/dbcatalog/en/record/nbdc00005,t,,,,,,
NBDC00006,,Arch GeNet,,http://riodb.ibase.aist.go.jp/db067/,データベース,好熱性古細菌 (Thermoplasma volcanium GSS1)において、環境適応性に関わる発現プロファイルの同定結果を収録したデータベースです。3種類の環境下における遺伝子発現をマイクロアレイで測定した結果と、好気的環境下、嫌気的環境下におけるタンパク質発現を2次元ゲル電気泳動で解析した結果を掲載しています。,運用終了,Arch GeNet,Archaeal Gene Network,http://riodb.ibase.aist.go.jp/db067/,"Arch genet is a database providing summaries of the expression of individual genes of Thermoplasma volcanium GSS1, a thermophilic archaeon, during adaptation to various environments, as identified experimentally. 
All the genes in a given genome are not used simultaneously at any given time in vivo, and organisms adapt to various environments by the process of re-selecting concerned populations of genes although the genomic information remains the same. Arch genet provides visual data to contribute to a better understanding of gene networks as applicable to environmental adaptation.",,https://integbio.jp/dbcatalog/record/nbdc00006,https://integbio.jp/dbcatalog/en/record/nbdc00006,t,,,,,,
NBDC00007,,ARCHAIC,,http://riodb.ibase.aist.go.jp/archaic/ARCHAIC.html,データベース,古細菌ゲノムDNAの配列とその遺伝子情報を提供しているデータベースです。古細菌ゲノムのDNA配列（独自に決定したものを含む）を独自に開発した生物情報学的手法を用いて解析することにより、ゲノム全体の構成を解明するとともにゲノム構成の比較を行うことを目的に構築しています。対象菌株は、Pyrococcus sp. OT3、Thermoplasma volcanium GSS1、Archaeoglobus fulgidus。,運用終了,ARCHAIC,Archaebacterial Information Collection,http://riodb.ibase.aist.go.jp/archaic/ARCHAIC.html,"ARCHAIC stands for 'ARCHAebacterial Information Collection' is a database of analyzed archaebacterial genomic DNA sequences. Determinations follow a consistent method so that the overall organization of the genomes can be understood better and different species can be compared based on genomic DNA sequences. Information on the identification of genes, pseudo-genes, and operons, derived by original methods, is available. The complete genomic DNA sequences of Pyrococcus sp. OT3 and Thermoplasma volcanium GSS1, an aero/anaero-facultative archaebacterium, respectively, can also be found here.",,https://integbio.jp/dbcatalog/record/nbdc00007,https://integbio.jp/dbcatalog/en/record/nbdc00007,t,,,,,,
NBDC00008,,ArkDB,,http://www.thearkdb.org/arkdb/,データベース,家畜やその他の動物のゲノムマッピングデータを提供する公共レポジトリです。ネコ、ニワトリ、ウシ、シカ、アヒル、ウマ、ブタ、ウズラ、サケ、シーバス、ヒツジ、シチメンチョウのマイクロサテライト、SSCP等のマーカーを収録しており、核型および染色体情報が一覧できます。,運用終了,ArkDB,,http://www.thearkdb.org/arkdb/,"ArkDB is a database that contains extensive mapping information of the genomes of farm animals and other animal species.

This repository records the maps in detail as well as their markers with some marker-marker relationships.

A species table provides data on specific chromosomes.

The Maps menu leads to the results of mapping analyses.

A keyword search is available.

GFF files may be downloaded and displayed in the Ensembl genome browser.",,https://integbio.jp/dbcatalog/record/nbdc00008,https://integbio.jp/dbcatalog/en/record/nbdc00008,,,,,,,
NBDC00009,,ArrayExpress,,http://www.ebi.ac.uk/arrayexpress,データベース,遺伝子発現を含む機能ゲノミクス実験データの欧州版アーカイブです。ユーザはMIAMEおよびMINSEQE形式のデータを登録したりダウンロードすることが可能です。,稼動中,ArrayExpress,ArrayExpress Archive,http://www.ebi.ac.uk/arrayexpress,"ArrayExpress is a database of experiments related to the structure, function, evolution, and mapping of genomes.
It contains information on gene expression obtained from microarray and sequencing studies.
Altogether 36,292 experiments are listed. Each experiment is described and reported in detail.
Altogether 13,748 arrays are listed and described.
Keyword and advanced search options are available.
The data may also be downloaded.",Active,https://integbio.jp/dbcatalog/record/nbdc00009,https://integbio.jp/dbcatalog/en/record/nbdc00009,,,,,,,
NBDC00010,,ARTADE,,http://omicspace.riken.jp/ARTADE/,データベース,シロイヌナズナのゲノムワイドタイリングアレイデータのアノテーションのためのプログラムです。シロイヌナズナのタイリングアレイデータにATRADEを適用した結果をデータベース化し、Webから検索できるようになっています。アカデミックユーザは、ライセンス契約同意の下で、プログラムのソースコードを自由にダウンロードできます。,運用終了,ARTADE,ARabidopsis Tiling-Array-based Detection of Exons,http://omicspace.riken.jp/ARTADE/,,,https://integbio.jp/dbcatalog/record/nbdc00010,https://integbio.jp/dbcatalog/en/record/nbdc00010,t,,,,,,
NBDC00011,,Aspergillus oryzae EST DataBase,,http://nribf21.nrib.go.jp/EST2/,データベース,"麹菌EST解析プロジェクトで得られた成果に、さらに当研究所独自で解析した「ふすま麹」および「米麹」からのEST解析結果をあわせデータベースを作成し、公開しています。全21,368クローンから得られた7,580のコンティグがデータベース化されています。BLASTによる相同性検索などができます。
現在は情報提供を一時停止しており、こちらのサイト（http://www.nrib.go.jp/data/EST2/est.htm ）に連絡先についての情報が記載されています。",公開停止中,Aspergillus oryzae EST DataBase,,http://nribf21.nrib.go.jp/EST2/,"This database allows users to explore the gene expression of Aspergillus oryzae with different environmental stimuli from 21,368 EST clones.",,https://integbio.jp/dbcatalog/record/nbdc00011,https://integbio.jp/dbcatalog/en/record/nbdc00011,,,,,,,
NBDC00012,,Atlas of Genetics and Cytogenetics in Oncology and Haematology,,http://atlasgeneticsoncology.org/,データベース,「Atlas of Genetics and Cytogenetics in Oncology and Haematology」はオンラインの査読付きジャーナルおよびデータベースで、 癌や高発癌性疾患の遺伝学や臨床情報を扱っています。細胞遺伝学、分子生物学、腫瘍学、血液学、病理学の臨床医や研究者による、研究者のために構築されています。,稼動中,Atlas of Genetics and Cytogenetics in Oncology and Haematology,,http://atlasgeneticsoncology.org/,"The Atlas of genetics and Cytogenetics in Oncology and Haematology is a database for genes, cytogenetics and clinical entities in cancer, and cancer-prone diseases. It provides concise and updated reviews (cards) or longer texts (deep insights), a huge portal towards genetics and/or cancer databases and journals, teaching items in genetics for students in Medicine and in Sciences, and a case report section. Users are able to search data using gene name, solid tumors name, chromosomal number, or cancer-prone diseases.",Active,https://integbio.jp/dbcatalog/record/nbdc00012,https://integbio.jp/dbcatalog/en/record/nbdc00012,,,,,,,
NBDC00013,,Barley DB,,http://earth.lab.nig.ac.jp/~dclust/cgi-bin/index.cgi,データベース,Barley DBでは、岡山大学資源植物科学研究所がナショナルバイオリソースプロジェクト（NBRP）オオムギの代表機関として保存している分譲可能なオオムギリソース情報（オオムギ各系統の種子や穂の写真、採取地マップ、cDNA/ESTクローン）の情報を提供しています。オオムギ系統、BACライブラリー、cDNAクローンについて、研究用に限ってリソースを配布しています。オオムギ系統の品種ごとに、起源、形態的・生理的・生態学的形質等も得られます。,稼動中,Barley DB,Barley Bioresource Database,http://earth.lab.nig.ac.jp/~dclust/cgi-bin/index.cgi?lang=en,"National BioResource Project (NBRP) BarleyDB includes information about the barley germplasm preserved in the Institute of Plant Science and Resources, Okayama University. Users can search and browse information of barley germplasm (spike/seed images, collection sites map) and full length cDNA clones and ESTs of barley. These barley resources are available for research purpose.",Active,https://integbio.jp/dbcatalog/record/nbdc00013,https://integbio.jp/dbcatalog/en/record/nbdc00013,t,,,,,,
NBDC00014,,BDGP,,http://www.fruitfly.org/,データベース,ショウジョウバエゲノムプロジェクトのホームページです。ゲノム配列、配列アノテーション、ESTやcDNA、遺伝子発現パターン等のデータを公開しています。クローンやライブラリの分配も行っています。,稼動中,BDGP,Berkeley Drosophila Genome Project,http://www.fruitfly.org/,"This is the website for the Berkeley Drosophila Genome Project, and has information about genomic sequencing, sequence annotations, as well as data on EST, cDNA, and gene expression patterns. It also distributes genomic or cDNA clones, library filters or fly stocks and vector maps.",Active,https://integbio.jp/dbcatalog/record/nbdc00014,https://integbio.jp/dbcatalog/en/record/nbdc00014,,,,,,,
NBDC00015,,Biomolecules Gallery,,http://dna00.bio.kyutech.ac.jp/image/gallery.html,データベース,生体分子構造の画像を収集したデータベースです。核酸、タンパク質、タンパク質-DNA複合体、アミノ酸と塩基の相互作用が登録されています。,稼動中,Biomolecules Gallery,,http://dna00.bio.kyutech.ac.jp/image/gallery.html,"This gallery uses high quality images of spatial models of nucleic acids, proteins and their complexes. In this database, users can visualize basic biomolecules (nucleic acids and amino acid) and complex motifs (nucleic acid base-pairing, protein secondary structures and functional domains).",Active,https://integbio.jp/dbcatalog/record/nbdc00015,https://integbio.jp/dbcatalog/en/record/nbdc00015,t,,,,,,
NBDC00016,,BioTermNet,,http://btn.ontology.hgc.jp/,データベース,情報検索技術と情報抽出技術を用いて、概念ネットワークを自動的に描画するシステムです。このシステムでは、(1)概念の関係性が1件以上の文献アブストラクトに明確に記述されている、(2)それぞれの概念がMEDLINEアブストラクト中に共起している場合、に2つの概念が関連していると見なしています。,休止,BioTermNet,,http://btn.ontology.hgc.jp/,"Users can use the BioTermNet database to explore relationships between proteins, DNA, gene expression, and drug compounds: 1. Related concepts from a single concept; 2. A single concept to a single concept; 3. Multiple concepts to a single concept; 4. Common concepts among multiple concepts; and 5. gene clustering. Key examples of these relationships are: the identification of interactions between drugs and biomolecules, linkage analyses of cancer-related genes, and interpretation of DNA/protein analyses. The output data is expressed as protein-protein/gene/family/compound (drug) interactions (PRIME), statistical relatedness, or protein-biological process function (PRIME-GO).",Inactive,https://integbio.jp/dbcatalog/record/nbdc00016,https://integbio.jp/dbcatalog/en/record/nbdc00016,,,,,,,
NBDC00017,,Photographs of mutants in Bombyx mori,,http://papilio.ab.a.u-tokyo.ac.jp/bioresource/shimada/mutant_photo.html,データベース,カイコの突然変異体の写真を集めた画像集です。変異遺伝子名をクリックするとカイコの画像が表示されます。,稼動中,Photographs of mutants in Bombyx mori,,http://papilio.ab.a.u-tokyo.ac.jp/bioresource/shimada/mutant_photo.html,"This photographic database contains images of mutant Bombyx mori larvae along with changes in larvae length. Currently, the database comprises more than 40 mutants that map to multiple chromosomes.",Active,https://integbio.jp/dbcatalog/record/nbdc00017,https://integbio.jp/dbcatalog/en/record/nbdc00017,,,,,,,
NBDC00018,,脳画像データベース,,http://riodb.ibase.aist.go.jp/brain/index.php,データベース,ヒト、ニホンザル、アカゲザルの脳のMRI画像の連続写真をデジタル化し、マウスのみの操作で簡便に参照可能なデータベースです。,運用終了,Brain Atlas Database of Japanese Monkey for WWW.,,http://riodb.ibase.aist.go.jp/brain/index.php,,,https://integbio.jp/dbcatalog/record/nbdc00018,https://integbio.jp/dbcatalog/en/record/nbdc00018,t,,,,,,
NBDC00019,,The Comprehensive Enzyme Information System (BRENDA),,http://www.brenda-enzymes.info/,データベース,酵素の機能と特性データを収集した総合的な酵素情報データベースです。データの大半は主要文献から手動で抽出したもので、酵素の機能、構造、生成反応、生物種、活性、実験手法、応用、変異体に関する情報を網羅しています。関連するパスウエイへのリンクや、テキストマイニングによる疾患情報も含まれています。,稼動中,The Comprehensive Enzyme Information System (BRENDA),,http://www.brenda-enzymes.info/,"BRENDA is an extensive database of enzymes, which came online in January 2013.
As many as 5858 various enzymes are listed and a comprehensive amount of information about each of these is available, for example enzyme structure, reaction and specificity, disease-related information, stability and functional parameters.
The search option EC Explorer gives entry to a page where the enzymes are grouped under oxidoreductases (of 6,523 organisms), transferases (of 4,594 organisms), hydrolases (of 7,847 organisms), lyases (of 3,498 organisms), isomerases (of 1,329 organisms) and ligases (of 1,100 organisms).
A Quick search option (enter name or ID number) is offered, as well as a Full Text and an Advanced search option, where a combination of criteria can be entered to narrow down the search results.",Active,https://integbio.jp/dbcatalog/record/nbdc00019,https://integbio.jp/dbcatalog/en/record/nbdc00019,,,,,,,
NBDC00020,,BSORF,,http://bacillus.genome.jp/,データベース,JAFAN（枯草菌の日本機能解析ネットワーク）による枯草菌ORFデータベースです。枯草菌ゲノム上のORFと詳細なアノテーション、変異株リスト、マイクロアレイによる遺伝子発現パターンが掲載されています。,稼動中,BSORF,Bacillus subtilis Genome Database,http://bacillus.genome.jp/,"BSORF is a repository for Bacillus subtilis genomic information from researchers in multiple countries. Detailed information regarding B. subtilis mutants is listed, as well as DNA array data and links to the KEGG Expression Database. In addition, users can search for nucleotide and amino acid sequence homology against B. subtilis genomic sequences or coding sequences.",Active,https://integbio.jp/dbcatalog/record/nbdc00020,https://integbio.jp/dbcatalog/en/record/nbdc00020,t,,,,,,
NBDC00021,,Cancer Chromosomes,,http://www.ncbi.nlm.nih.gov/cancerchromosomes,データベース,ヒト、マウスのがん細胞株の核型解析結果、CGH解析結果、臨床情報等を提供するデータベースです。NCI/NCBIのSKY/M-FISH & CGH Database、NCIのMitelman Database of Chromosome Aberrations in Cancer、NCIのRecurrent Aberrations in Cancerの3つのデータベースを統合したシステムとなっています。身体の部位や診断名、染色体位置から検索できます。現在は廃止され、データはNCBI Database of Genomic Structural Variation (dbVar) URL: http://www.ncbi.nlm.nih.gov/dbvar ( カタログ詳細ページ：http://integbio.jp/dbcatalog/record/nbdc00244) に移行しました。,運用終了,Cancer Chromosomes,,http://www.ncbi.nlm.nih.gov/cancerchromosomes,,,https://integbio.jp/dbcatalog/record/nbdc00021,https://integbio.jp/dbcatalog/en/record/nbdc00021,,,,,,,
NBDC00022,,CARD R-BASE,,http://cardb.cc.kumamoto-u.ac.jp/transgenic/index.jsp,データベース,熊本大学生命資源開発研究・支援センター動物資源開発研究部門(CARD)に保存されている遺伝子改変マウスの系統、遺伝子、文献、疾患および応用分野に関する情報が記載されています。 また、寄託、分与/分譲（供給）やマウスおよびラットに関する命名規約、遺伝子・系統の表記方法および施設の登録略記号についての情報も掲載しています。,稼動中,CARD R-BASE,Center for Animal Resources and Development Database,http://cardb.cc.kumamoto-u.ac.jp/transgenic/index.jsp,"CARD (Center for Animal Resources and Development) R-BASE (Resource Database) is the database for cryopreserved embryos of genetically engineered mice. CARD have over 1,500 mouse strains, 842,000 frozen embryos and 26,000 straws containing frozen sperm, and disclose information about 1,300 deposited strains. Over 400 strains of frozen embryos or mice produced from frozen embryos and sperm are available on request both domestically and internationally.",Active,https://integbio.jp/dbcatalog/record/nbdc00022,https://integbio.jp/dbcatalog/en/record/nbdc00022,,,,,,,
NBDC00023,,CCDS,,http://www.ncbi.nlm.nih.gov/projects/CCDS/CcdsBrowse.cgi,データベース,高品質で確実にアノテーション付けされたヒトとマウスのタンパク質コード領域のコアセットを集約し、提供しているデータベースです。,稼動中,CCDS,Consensus CDS,http://www.ncbi.nlm.nih.gov/projects/CCDS/CcdsBrowse.cgi,This database seeks to identify a core set of human and mouse protein coding regions of high quality that are consistently annotated.,Active,https://integbio.jp/dbcatalog/record/nbdc00023,https://integbio.jp/dbcatalog/en/record/nbdc00023,,,,,,,
NBDC00024,,医用細胞資源センター,,http://www2.idac.tohoku.ac.jp/dep/ccr/index.html,データベース,東北大学加齢医学研究所医用細胞資源センターは、国立大学の中で唯一の癌細胞バンクであり、国内外の研究者に多数の細胞株を供給しています。種々のヒト癌細胞、正常細胞、動物腫瘍細胞、正常機能保持細胞、単クローン抗体産生ハイブリドーマ細胞の新たな細胞株の樹立開発するとともに、貴重な細胞の収集に努め、細胞保存、供給、品質管理、データベース構築、インターネット公開を行っています。本ページでは、保有細胞のカタログが掲載されているほか、細胞供給依頼書や同意書などの書式も用意されています。,稼動中,Cell Resource Center for Biomedical Research,,http://www2.idac.tohoku.ac.jp/dep/ccr/index.html,,Active,https://integbio.jp/dbcatalog/record/nbdc00024,https://integbio.jp/dbcatalog/en/record/nbdc00024,,,,,,,
NBDC00025,,CGED,,http://lifesciencedb.jp/cged/,データベース,癌の遺伝子発現データ及び臨床情報の統合データベースです。乳がん、結腸直腸がん、肝細胞がん、食道がん、甲状腺がん、胃がんの遺伝子発現プロファイル解析を行ったデータと詳細な臨床情報が格納されています。遺伝子発現データと臨床情報の関係は、モザイクプロットによりグラフィカルに表示されます。一般の分子生物学者にも利用しやすいように、一般的な遺伝子名による検索の他、 Gene Ontology TermやSwissProt functional annotationによる機能グループの検索が可能です。,休止,CGED,Cancer Gene Expression Database,http://lifesciencedb.jp/cged/,"The CGED database comprises gene expression profile data and related clinical information for breast (prognosis and docetaxel treatment), colorectal, hepatocellular, esophageal, thyroid, and gastric cancers, collected through a collaboration between four medical centers in Japan. The data is searchable by type of cancer, gene name/symbol, Swiss-Prot functional annotation, GenBank accession number, RefSeq, or p-values/q-values for differential gene expression and results are displayed as graphical representations of expression and clinical data.",Inactive,https://integbio.jp/dbcatalog/record/nbdc00025,https://integbio.jp/dbcatalog/en/record/nbdc00025,t,,,,,,
NBDC00026,,CGH Data Base,,http://www.cghtmd.jp/CGHDatabase/index_j.jsp,データベース,種々の癌細胞株のアレイCGH(Comparative Genomic Hybridization) 解析データを対象としたデータベースです。,稼動中,CGH Data Base,Comparative Genomic Hybridization Database,http://www.cghtmd.jp/CGHDatabase/index_e.jsp,"The CGH Database is a portal of databases with thorough data on human genome aberrations and variations. These have been detected by bacterial artificial chromosome (BAC) clones-based array comparative genomic hybridization (aCGH). There is a link to the CGH (Comparative Genomic Hybridization) Database with genomic aberrations that have been detected by conventional CGH and aCGH in more than a dozen different cancer cell lines. There is also a link to the MCG CNV Database, which provides genomic copy number variants that were detected by array-CGH analyses of healthy Japanese parent and child trios. These databases are partly supported by the Ministry of Education, Culture, Sports, Science and Technology (MEXT), the Japan Science and Technology Corporation (JST) and the Industrial Technology Development Organization (NEDO).",Active,https://integbio.jp/dbcatalog/record/nbdc00026,https://integbio.jp/dbcatalog/en/record/nbdc00026,t,,,,,,
NBDC00027,,ChEBI,,http://www.ebi.ac.uk/chebi/,データベース,"生命プロセスに介在する小分子化合物の辞典です。ゲノムに直接コード化されている分子（例：核酸、タンパク、ペプチド）はこのデータベースの対象外です。登録されているデータは、多数の情報源のデータを組み合わせ、冗長性を除いています。主な情報源はIntEnz(EBI)、KEGG COMPOUND、PDBeChem(EBI)、ChEMBL(EBI)です。 ChEBIオントロジー（化合物オントロジー）による分類情報と階層表示が特徴です。
全てのエントリーにはデータの信頼性を示す★印がついています； 3つ星：ChEBIチームが手作業で注釈付けを行ったもの。2つ星：ChEMBLチームまたはデータ提供者が手作業で注釈付けを行ったもの。1つ星：情報源から自動的に取得した仮エントリーで、手作業での注釈付けが行われていないもの。",稼動中,ChEBI,Chemical Entities of Biological Interest,http://www.ebi.ac.uk/chebi/,"ChEBI is a collection of data on entities of biological interest.
This database concentrates on assembling data on smaller chemical compounds, such as atoms, molecules, ions, radicals etc. These should be produced in nature or be synthetic molecules affecting biological processes in living organisms.
ChEBI does not generally include molecules directly encoded by the genome.
The database contains 31,651 entries with annotations.
A keyword search option is available.
In addition to this an advanced search option, which includes a structure drawing tool, is provided.
The ChEBI database can be searched individually or in combination with other databases.",Active,https://integbio.jp/dbcatalog/record/nbdc00027,https://integbio.jp/dbcatalog/en/record/nbdc00027,,,,,,,
NBDC00028,,Chlamydomonas reinhardtii EST index,,http://est.kazusa.or.jp/en/plant/chlamy/EST/index.html,データベース,かずさDNA研究所で決定したクラミドモナスのEST配列と、非冗長タンパク配列データベースとの間で行ったblastx検索の結果が収録されています。,稼動中,Chlamydomonas reinhardtii EST index,,http://est.kazusa.or.jp/en/plant/chlamy/EST/index.html,"This database collects EST for Chlamydomonas reinhardtii, each with blastx analysis against the non-redundant protein database results.",Active,https://integbio.jp/dbcatalog/record/nbdc00028,https://integbio.jp/dbcatalog/en/record/nbdc00028,,,,,,,
NBDC02568,NBDC00028,Chlamydomonas reinhardtii EST index（アーカイブ）,,https://dbarchive.biosciencedbc.jp/jp/kazusa-chlamy-est-index/desc.html,データベース,かずさDNA研究所が決定したクラミドモナスのEST配列と、それらの配列とNCBIのnrデータベースとの間で行ったblastx検索結果,稼動中,,,,,,https://integbio.jp/dbcatalog/record/nbdc00028,https://integbio.jp/dbcatalog/en/record/nbdc00028,t,https://dbarchive.biosciencedbc.jp/jp/kazusa-chlamy-est-index/desc.html,,,,,
NBDC00029,,CIBEX,,http://cibex.nig.ac.jp/data/index.html,データベース,CIBEXは、EBIのArrayExpress、NCBIのGene Expression Omnibus(GEO)とともに、遺伝子発現データの国際的レポジトリとして機能しているデータベースです。MGEDが提唱したMIAME互換標準フォーマットで記述されたデータを登録しています。,休止,CIBEX,Center for Information Biology gene Expression database,http://cibex.nig.ac.jp/data/index.html,"CIBEX is a repository of gene expression data from microarray-based experiments measuring mRNA, SAGE tags, and proteomic data from mass spectrometry. All included data meet MIAME standards.",Inactive,https://integbio.jp/dbcatalog/record/nbdc00029,https://integbio.jp/dbcatalog/en/record/nbdc00029,t,,,,,,
NBDC00030,,CluSTr,,http://www.ebi.ac.uk/clustr/,データベース,UniProtやIPIに登録されているタンパク質を関連のあるグループに自動的に分類したデータベースです。分類手法は、タンパク配列間のペアワイズ比較法に基づいています。,運用終了,CluSTr,Clusters of SWISS-PROT and TrEMBL proteins database,http://www.ebi.ac.uk/clustr/,,,https://integbio.jp/dbcatalog/record/nbdc00030,https://integbio.jp/dbcatalog/en/record/nbdc00030,,,,,,,
NBDC00031,,CORG,,http://corg.eb.tuebingen.mpg.de/cgi-bin/index.pl,データベース,複数のゲノム配列で保存されている非コードDNA領域は、制御エレメントである可能性が高いと考えられます。そこで、10種類の脊椎動物の相同遺伝子の組の上流領域から、保存されている非コード領域を収集し、データベース化しました。保存領域はゲノムビューワで表示されます。,休止,CORG,Comparative Regulatory Genomics,http://corg.eb.tuebingen.mpg.de/cgi-bin/index.pl,,Inactive,https://integbio.jp/dbcatalog/record/nbdc00031,https://integbio.jp/dbcatalog/en/record/nbdc00031,,,,,,,
