ID,親ID,名称,別称,URL,分類,説明,稼働状況,Database name,Alternative name,URL (English),Database description,Operation status,カタログリンク（日本語）,カタログリンク（英語）,横断検索リンク,アーカイブリンク（日本語）,アーカイブリンク（英語）,RDFポータルリンク,ヒトDB ID,ヒトDBリンク（日本語）,ヒトDBリンク（英語）
NBDC01549,,木材多様性生存圏データベース,,http://database.rish.kyoto-u.ac.jp/arch/bmi/Xylarium_net/cai_jiandetabesu.html,データベース,北海道大学、東北大学、森林総合研究所、東京大学、名古屋大学、京都大学、九州大学の関連機関で進める木材標本データベースのネットワークです。それぞれの木材標本データベースについてキーワード検索と検索対象標本データセットによる絞り込みが可能です。,稼動中,Wood Diversity HSDB network,,http://database.rish.kyoto-u.ac.jp/arch/bmi/index_e.html,Wood Diversity HSDB network is a collection of Wood Diversity databases maintained by universities in Japan.,Active,https://integbio.jp/dbcatalog/record/nbdc01549,https://integbio.jp/dbcatalog/en/record/nbdc01549,,,,,,,
NBDC01550,,インドネシアアカシア林地気象観測データ公開ページ,,http://database.rish.kyoto-u.ac.jp/arch/acacia/,データベース,インドネシア南スマトラ島のアカシア大規模造林地における地上気象観測のデータベースです。林地内の8地点における降水量、気温、日射量の観測データを10分および1時間間隔のデータにまとめて公開しています。森林における気象環境の把握、気象条件が植生に与える影響、大気と森林の相互作用などの解明を目的としています。,稼動中,,,,,Active,https://integbio.jp/dbcatalog/record/nbdc01550,https://integbio.jp/dbcatalog/en/record/nbdc01550,,,,,,,
NBDC01551,,担子菌類遺伝子資源データベース,,http://database.rish.kyoto-u.ac.jp/arch/basidio/,データベース,京都大学生存圏研究所が保有する木材腐朽性担子菌類の乾燥子実体標本および生体菌株のデータベースです。乾燥子実体標本については標本情報と書誌情報を、生体菌株については遺伝子情報に関するデータを収録しています。学名や和名による検索、一覧が利用できます。,稼動中,,,,,Active,https://integbio.jp/dbcatalog/record/nbdc01551,https://integbio.jp/dbcatalog/en/record/nbdc01551,t,,,,,,
NBDC01552,,e－フォラム・ストック,,http://webdb2.museum.tohoku.ac.jp/e-foram/indexj.html,データベース,浮遊性有孔虫電子標本のデータベースです。東北大学総合学術博物館が所有する浮遊性有孔虫の電子標本について実標本（r-specimen）の詳細な情報と3次元コンピュータ・グラフィックスでの標本観察が利用できます。種、学名によるブラウズが可能です。なお仮想標本の観察には 3次元ビューワ 「Molcer」のダウンロードが必要です。,稼動中,e-Foram Stock,,http://webdb2.museum.tohoku.ac.jp/e-foram/index.html,"E-Foram Stock is a database of planktonic foraminifera e-specimens (digital data), stored in the Tohoku university museum. It provides detailed information on real specimens corresponding to individual e-specimens. The e-Specimen is a virtual specimen system working on computers and can be viewed with 'Molcer', a freely downloadable software for PC provided by White Rabbit Corporation.",Active,https://integbio.jp/dbcatalog/record/nbdc01552,https://integbio.jp/dbcatalog/en/record/nbdc01552,t,,,,,,
NBDC01553,,"放射線治療症例全国登録（Japanese Radiation Oncology Database, JROD）",,http://jrod.jastro.or.jp,データベース,"JRODは、日本全国の放射線治療情報の基本的部分を登録し、集計・分析することで医療の質向上に役立て、治療成績の改善を目指すことを目的としたデータベースです。

情報の登録は本事業への参加登録を行った施設の診療科で行われ、参加施設は自施設のデータと集計された全体データの閲覧や比較ができます。集計されたデータは分析され、各施設や診療科の特徴、医療水準の評価、専門医の配置状況、放射線治療患者の予後等を明らかにし、国民に必要や情報を開示したり、学会の機能を強化します。",稼動中,,,,,Active,https://integbio.jp/dbcatalog/record/nbdc01553,https://integbio.jp/dbcatalog/en/record/nbdc01553,,,,,,,
NBDC01554,,OpenTein,,http://opentein.hgc.jp/,データベース,OpenTeinは幹細胞由来テラトーマのデジタル化したホールスライドイメージのデータベースです。個々のデータには実験情報が付けられており、画像は高解像度で拡大できる他、ダウンロードも可能です。webベースのレポジトリシステムになっており、ユーザアカウントを取得すればデータのアップロードができます。,稼動中,OpenTein,Open Teratoma Investigation,http://opentein.hgc.jp/,"OpenTein (Open Teratoma Investigation) is a database and repository for the digital images of stem cell-derived teratomas. It provides whole-slide images, which are searchable, zoomable, with annotations. Images are high-resolution and downloadable.",Active,https://integbio.jp/dbcatalog/record/nbdc01554,https://integbio.jp/dbcatalog/en/record/nbdc01554,,,,,,,
NBDC01555,,臨床研究情報ポータルサイト,,https://rctportal.niph.go.jp/,データベース,臨床研究情報ポータルサイトでは、国内の3つの臨床情報登録センター（大学病院医療情報ネットワーク研究センター〔UMIN-CTR〕、日本医薬情報センター〔JAPIC〕、日本医師会治験促進センター〔JMACCT〕）に登録された情報を横断的に検索できます。身体の部位、病名、薬名等のフリーワードで検索でき、国内の治験情報の他に、WHOのICTRPの臨床試験データ、国内・海外の治療薬についての情報が閲覧できます。,稼動中,NIPH Clinical Trials Search,,https://rctportal.niph.go.jp/en/,"The NIPH Clinical Trials Search is a portal site to cross-search the content of three national clinical research information registries in Japan: The University Hospital Medical Information Network Center (UMIN-CTR), The Japan Medical Association Center (JMACCT), The Japan Pharmaceutical Information Center (JAPIC). It also contains data of international clinical trials registry platform, ICTRP, in WHO, so users can also find clinical trials in other countries. The contents in this site are also accessible through the ICTRP.",Active,https://integbio.jp/dbcatalog/record/nbdc01555,https://integbio.jp/dbcatalog/en/record/nbdc01555,t,,,,,,
NBDC01555,,臨床研究情報ポータルサイト,,https://rctportal.niph.go.jp/,データベース,臨床研究情報ポータルサイトでは、国内の3つの臨床情報登録センター（大学病院医療情報ネットワーク研究センター〔UMIN-CTR〕、日本医薬情報センター〔JAPIC〕、日本医師会治験促進センター〔JMACCT〕）に登録された情報を横断的に検索できます。身体の部位、病名、薬名等のフリーワードで検索でき、国内の治験情報の他に、WHOのICTRPの臨床試験データ、国内・海外の治療薬についての情報が閲覧できます。,稼動中,NIPH Clinical Trials Search,,https://rctportal.niph.go.jp/en/,"The NIPH Clinical Trials Search is a portal site to cross-search the content of three national clinical research information registries in Japan: The University Hospital Medical Information Network Center (UMIN-CTR), The Japan Medical Association Center (JMACCT), The Japan Pharmaceutical Information Center (JAPIC). It also contains data of international clinical trials registry platform, ICTRP, in WHO, so users can also find clinical trials in other countries. The contents in this site are also accessible through the ICTRP.",Active,https://integbio.jp/dbcatalog/record/nbdc01555,https://integbio.jp/dbcatalog/en/record/nbdc01555,t,,,,,,
NBDC01556,,SSCI-Net,,http://info.sscinet.or.jp,データベース,化粧品などによる皮膚の健康被害や安全性についての症例を登録し調査解析するためのデータベースです。皮膚科関連学会会員の医療施設，日本皮膚科学会専門医主研修施設より症例情報を登録するようになっています。また、関係省庁、企業との情報連携を行っています。,稼動中,,,,,Active,https://integbio.jp/dbcatalog/record/nbdc01556,https://integbio.jp/dbcatalog/en/record/nbdc01556,,,,,,,
NBDC01557,,RED II INAHO,,http: //red.dna.affrc.go.jp/INAHO/,データベース,"The Rice Expression Database II INAHO（RED II INAHO）は、イネのアブシジン酸とジベレリンの応答性遺伝子の転写プロファイリングを調べるために、60-merのオリゴヌクレオチドマイクロアレイを用いてイネの遺伝子発現を分析したデータベースです。
国立研究開発法人　農業・食品産業技術総合研究機構によるオリジナルサイト（http: //red.dna.affrc.go.jp/INAHO/）の運用は終了しました。引き続き生命科学系データベースアーカイブからRED II INAHOをご利用いただけます。",運用終了,RED II INAHO (Archive),Rice Expression Database II INAHO,https://dbarchive.biosciencedbc.jp/en/redii-inaho/desc.html,The original site (http: //red.dna.affrc.go.jp/INAHO/) has been closed.  The RED II INAHO is available from LSDB archive.,Active,https://integbio.jp/dbcatalog/record/nbdc01557,https://integbio.jp/dbcatalog/en/record/nbdc01557,t,https://dbarchive.biosciencedbc.jp/jp/redii-inaho/desc.html,https://dbarchive.biosciencedbc.jp/en/redii-inaho/desc.html,,,,
NBDC02739,NBDC01557,RED II INAHO (アーカイブ),,https://dbarchive.biosciencedbc.jp/jp/redii-inaho/desc.html,データベース,The Rice Expression Database II INAHO（RED II INAHO）は、イネのアブシジン酸とジベレリンの応答性遺伝子の転写プロファイリングを調べるために、60-merのオリゴヌクレオチドマイクロアレイを用いてイネの遺伝子発現を分析したデータベースです。,稼動中,RED II INAHO (Archive),Rice Expression Database II INAHO,https://dbarchive.biosciencedbc.jp/en/redii-inaho/desc.html,The original site (http: //red.dna.affrc.go.jp/INAHO/) has been closed.  The RED II INAHO is available from LSDB archive.,Active,https://integbio.jp/dbcatalog/record/nbdc01557,https://integbio.jp/dbcatalog/en/record/nbdc01557,t,https://dbarchive.biosciencedbc.jp/jp/redii-inaho/desc.html,https://dbarchive.biosciencedbc.jp/en/redii-inaho/desc.html,,,,
NBDC01558,,ChIP-Atlas,,https://chip-atlas.org/,データベース,"論文などで報告された ChIP-seq データの可視化と解析を行うサイトです。公開 NGS データレポジトリ (NCBI, EMBL-EBI, DDBJ) に登録されたほぼ全ての ChIP-seq データをデータソースとしています。

ChIP-Atlasは以下の4つのサービスで構成されています。

1) Peak Browser

ChIP-seq データをゲノムブラウザー上に表示し、何がどこに結合しているかを一目で分かるようにしています。

2) Target Genes

転写因子からターゲット遺伝子を予測します。

3) Colocalization

転写因子から共局在する相手のタンパク質を予測します。

4) Enrichment Analysis

既存データを使ってユーザデータの解析を行います。似たようなChIP-seq データの探索、指定したモチーフに結合するタンパク質の探索、指定した遺伝子に結合するタンパク質の探索などができます。",稼動中,ChIP-Atlas,,https://chip-atlas.org/,"ChIP-Atlas is an integrative database for visualizing and exploiting public ChIP-seq data. This database covers almost all public ChIP-seq data submitted to the SRA (Sequence Read Archives) in NCBI, DDBJ or ENA. ChIP-Atlas is composed of 4 main features;

1) Peak Browser

It graphically visualizes protein bindings on given genomic loci with genome browser (IGV).

2) Target genes

It predicts target genes bound by given transcription factors.

3) Colocalization

It predicts partner proteins colocalizing with given transcription factors.

4) Enrichment Analysis

It predicts proteins bound to given genomic loci and genes.",Active,https://integbio.jp/dbcatalog/record/nbdc01558,https://integbio.jp/dbcatalog/en/record/nbdc01558,t,,,,,,
NBDC02740,NBDC01558,ChIP-Atlas（アーカイブ）,,http://dbarchive.biosciencedbc.jp/jp/chip-atlas/desc.html,データベース,ChIP-Atlas は Sequence Read Archive で公開されている既報のChIP-Seqデータを再解析することによって様々な解析結果を提供し、またユーザデータの解析を可能にするデータベースおよびそのウェブインターフェースである。データ登録者によって記述されたメタデータを再整理することによって、データを組み合わせた様々な結果を提供している。詳しくは https://github.com/inutano/chip-atlas/wiki を参照のこと。,稼動中,,,,,,,,t,https://dbarchive.biosciencedbc.jp/jp/chip-atlas/desc.html,http://dbarchive.biosciencedbc.jp/en/chip-atlas/desc.html,,,,
NBDC01559,,GPIアンカー型タンパク質候補遺伝子データベース,,http://www.imsbio.co.jp/GPIAPsPred/,データベース,ヒト、ウシ、マウスのゲノムから新規GPIアンカー型タンパク質の遺伝子を予測した結果のデータベースです。N末端、C末端からの30残基以内の平均疎水性値、C末端から30残基以内で最も平均疎水性値が高くなる残基位置、PSSMに基づく識別スコアの一覧がダウンロードできます。,稼動中,,,,,Active,https://integbio.jp/dbcatalog/record/nbdc01559,https://integbio.jp/dbcatalog/en/record/nbdc01559,t,,,,,,
NBDC01560,,PCoM,,http://pcomdb.lowtem.hokudai.ac.jp/proteins/top,データベース,光合成を行う生物のためのタンパク質複合体解析のデータベースです。シロイヌナズナのチラコイドとSynechocystis PCC6803の細胞全体のタンパク質複合体について、Blue-Native PAGE後に切り出した各ゲル片をLC-MS/MS分析にかけたデータを収録しています。Gene-IDやタンパク質名等で検索してMigration Profieを閲覧し、目的タンパクを含むタンパク質複合体の数やその推定分子量、相対的蓄積量等の情報を得られます。,稼動中,PCoM,Protein Co-Migration Database for photosynthetic organisms,http://pcomdb.lowtem.hokudai.ac.jp/proteins/top,PCoM is a database of protein complexes for photosynthetic organisms. This database stores the data obtained by LC-MS/MS analysis of the protein complexes after Blue-Native Page. Each part of chloroplast from Arabidopsis thaliana and whole cells of photosynthetic micro-organisms were used for the analysis.,Active,https://integbio.jp/dbcatalog/record/nbdc01560,https://integbio.jp/dbcatalog/en/record/nbdc01560,,,,,,,
NBDC01561,,CMarZ-Asia Database,,http://miwe9.aori.u-tokyo.ac.jp/db/index.html,データベース,"CMarZ （Census of Marine Zooplankton）が提供する動物プランクトンに関する情報の統合検索システムです。プランクトンの写真、スケッチ、文献の情報や生息分布図、採集地などの情報、解析された遺伝子と塩基配列が収録されています。標本の情報、種の情報、地域的な遺伝子ゲノムの情報の検索や、ブラストによる検索が可能です。
GBIF-IPTを利用したデータとデータメタデータのダウンロードが可能なサイトが以下に作成されています。
http://www.godac.jamstec.go.jp/ipt/resource?r=cmarz_asia",休止,CMarZ-Asia Database,Census of Marine Zooplankton-Asia Database,http://miwe9.aori.u-tokyo.ac.jp/db/index.html,,Inactive,https://integbio.jp/dbcatalog/record/nbdc01561,https://integbio.jp/dbcatalog/en/record/nbdc01561,,,,,,,
NBDC01562,,TOMATOMICS,,http://bioinf.mind.meiji.ac.jp/tomatomics/,データベース,トマトの統合オミックスデータベースです。全てのトマトのEST配列、マイクロトムの完全長cDNA配列、ITAG2.4遺伝子モデルの配列を収録しています。各配列は予測されたゲノム上の位置に基づいてクラスター化され、対応づけられており、InterProやKEGG PathwayなどのデータベースへのBLAST結果に基づいてアノテーションされています。ゲノムブラウザーである「JBrowse」では、ゲノム構造アノテーション、Heinz 1906とMicro-TomのSNP、RNA-seqの情報などをみることができます。遺伝子発現や共発現の情報もITAG gene modelについて示されています。遺伝子名、ゲノムブラウザーでの検索やBLASTによる検索が可能です。,稼動中,TOMATOMICS,,http://bioinf.mind.meiji.ac.jp/tomatomics/,"TOMATOMICS is an integrated omics database of Solanum lycopersicum. It contains sequences of all Solanum lycopersicum ESTs, Micro-Tom full-length cDNAs, ITAG2.4 gene models, and SNPs. Sequences are assigned annotation based on the manual curation of published papers and the BLAST search. Users can search genes by keywords, browse data with a genome browser, and use BLAST. It also contains information about gene expression and coexpression.",Active,https://integbio.jp/dbcatalog/record/nbdc01562,https://integbio.jp/dbcatalog/en/record/nbdc01562,t,,,,,,
NBDC01563,,「健康食品」の安全性・有効性情報 ー 被害関連情報,,https://hfnet.nibiohn.go.jp/contents/index1.html,データベース,いわゆる「健康食品」を原因とする、国内外における過去ならびに最新の健康危害の事例を紹介します。成分名や製品名、注意喚起や勧告を出した機関名等を検索欄に入れ、関連情報を絞り込むことができます。,稼動中,,,,,Active,https://integbio.jp/dbcatalog/record/nbdc01563,https://integbio.jp/dbcatalog/en/record/nbdc01563,,,,,,,
NBDC01564,,「健康食品」の安全性・有効性情報 ー 特定保健用食品/その他解説,,https://hfnet.nibiohn.go.jp,データベース,「特定保健用食品/その他解説」は、「特定保健用食品」「ビタミン」「ミネラル」についての情報と「コラム・研究報告」を提供しています。「特定保健用食品」では、特定の保健機能が国によって確認され、認可を受けた食品を認可項目別に見ることができます。各食品についての成分、その分析法、安全性や有効性に関する評価試験概要を閲覧できます。「ビタミン」「ミネラル」ではそれぞれについて総合的な知識を得ることができるよう、文章やイラスト、表などを用いて解説しています。「コラム・研究報告」では、注目されている健康食品の有効性、安全性、注意点に関するコラムがご覧になれます。URLでリンクされたページの下方「特定保健用食品/その他解説」の欄からご覧下さい。,稼動中,,,,,Active,https://integbio.jp/dbcatalog/record/nbdc01564,https://integbio.jp/dbcatalog/en/record/nbdc01564,,,,,,,
NBDC01565,,指定難病,,http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/0000084783.html,データベース,指定難病の概要、症状、治療法、診断基準等の情報を難病別に閲覧できます。臨床調査個人票のダウンロードもできます。,稼動中,,,,,Active,https://integbio.jp/dbcatalog/record/nbdc01565,https://integbio.jp/dbcatalog/en/record/nbdc01565,t,,,,,,
NBDC01566,,DNAバーコードデータベース (JBOL-DB),,http://db.jboli.org,データベース,DNAバーコーディングで用いられる塩基配列と証拠標本のデータベースです。日本国内で進行する複数のDNAバーコーディングプロジェクトにおいて用いられる、証拠標本の画像を含む情報とDNA塩基配列情報を併せて収録することで、DNAバーコーディングによる生物種同定の信頼性・精度を高めることを目的としています。各プロジェクトデータの横断的な検索が可能です。,稼動中,JBOL-DB,Japanese DNA Barcode Database,http://db.jboli.org,JBOL-DB is a database of voucher specimen combined with their sequences for DNA barcoding. It contains information about specimen with photographs and DNA sequences.,Active,https://integbio.jp/dbcatalog/record/nbdc01566,https://integbio.jp/dbcatalog/en/record/nbdc01566,,,,,,,
NBDC01567,,ViBrism Database,,http://vibrism.neuroinf.jp,データベース,"オリジナルのマッピング法によって遺伝子発現トモグラフィーを作成したマウス脳の遺伝子発現3Dマップです。第8週のオスの脳について、36, 558の発現マップを検索できます。また、遺伝子発現地図をファイルとしてダウンロードできます。",稼動中,ViBrism Database,Virtual Brain with 3D-IDM Database,http://vibrism.neuroinf.jp,"ViBrism Database is a 3D-map database of endogenous gene expression in a virtual whole mouse brain. The data are produced by an original mapping framework Transcriptome Tomography. It contains over 36, 000 expression maps of the adult mouse brain (C57BL6/J 8-wk male). Users can search with gene symbols (""Search by gene Name"") or expression similarity (""Similarly Expressed gene Search""), and browse the data on 2D/3D expression maps. Data files of the maps are downloadable.",Active,https://integbio.jp/dbcatalog/record/nbdc01567,https://integbio.jp/dbcatalog/en/record/nbdc01567,,,,,,,
NBDC01568,,M-path,,http://bp.scitec.kobe-u.ac.jp/m-path/db/,データベース,PubChemとChEBIから情報を取得したアミノ酸とケト酸様化合物について、計算により適切な合成系を推定したデータベースです。アミノ酸とケト酸様化合物の構造、組成、分子量と予測される代謝経路、その確からしさを示すスコアが収録されています。また、関連のある化合物の代謝経路を予測し、1つにまとめたネットワークも収録しています。化合物名、PubChem ID、組成などによりデータを検索することが可能です。,稼動中,M-path,Navigating a Potential Metabolic Pathway,http://bp.scitec.kobe-u.ac.jp/m-path/db/,"M-path DB is a database of metabolic pathways calculated sets of compounds from the PubChem and ChEBI databases. It contains putative metabolic pathways for a series of chemical species, and produces networks including some interesting pathways.",Active,https://integbio.jp/dbcatalog/record/nbdc01568,https://integbio.jp/dbcatalog/en/record/nbdc01568,,,,,,,
NBDC01569,,古生物収蔵資料データベース,,http://umdb.um.u-tokyo.ac.jp/DKoseibu/jp/index.html,データベース,東京大学総合研究博物館が収蔵する古生物資料のデータベースです。標本データベースには標本の写真と学名、文献の情報が収録されており、学名、標本番号、標本生物の棲息時代などから検索できます。その他、PDFやWebで公開されている文献ライブラリー、図版や乾板の学術資料アーカイブ、クランツコレクションも収録しています。,稼動中,Paleontology Collections Database,,http://umdb.um.u-tokyo.ac.jp/DKoseibu/en/index.html,"This database provides paleontology collections in the University Museum, the University of Tokyo.  Each data contains photographs and references about specimen. This database also contains archival gallery of photoplates.",Active,https://integbio.jp/dbcatalog/record/nbdc01569,https://integbio.jp/dbcatalog/en/record/nbdc01569,,,,,,,
NBDC01570,,東京大学総合研究博物館データベース　動物,,http://umdb.um.u-tokyo.ac.jp/DDoubutu/TDoubutu.htm,データベース,東京大学総合研究博物館が収蔵する動物と昆虫に関する標本のデータベースです。登録番号と種名、採取地などの情報が収録されています。,稼動中,"Tokyo University Museum, The University of Tokyo Zoology/Entomology",,http://umdb.um.u-tokyo.ac.jp/DDoubutu/TDoubutu.htm,"This site is an online catalog of zoological and entomological collections of The University Museum, The University of Tokyo (UMUT).",Active,https://integbio.jp/dbcatalog/record/nbdc01570,https://integbio.jp/dbcatalog/en/record/nbdc01570,,,,,,,
NBDC01571,,MarpolBase,,http://marchantia.info,データベース,ゼニゴケの完全長ゲノム配列のゲノム情報データベースです。ゲノムブラウザ、遺伝子の名称を組織的に命名し管理するデータベース、解析ツール（BLAST検索、cDNAマッピング、CRISPR/Cas9用のsgRNAデザインツールなど）、および塩基配列やタンパク質のデータをデータベースへ登録する機能を含んでいます。名称管理データベースには命名方法、遺伝子名と略号および発表文献などの情報が収録されており、新規の登録や編集も可能です。また、ゼニゴケの核ゲノムおよびオルガネラゲノムのダウンロードが可能です。,稼動中,MarpolBase,The genome database for Marchantia polymorpha,http://marchantia.info,"MarpolBase is a genome database for Marchantia polymorpha, which includes complete genome sequence (JGI Ver. 3.1). It consists of following tools and a database; 

1) Genome browser

2) Gene Nomenclature database

3) Analytical Tools (BLAST, cDNA mapping/alignment, sgRNA designing for the CRISPR/Cas9 system etc)

4) Sequence retrieval utilities

It allows to download Marchantia genome resources.",Active,https://integbio.jp/dbcatalog/record/nbdc01571,https://integbio.jp/dbcatalog/en/record/nbdc01571,,,,,,,
NBDC01572,,eDDASs,,http://www.niaes.affrc.go.jp/project/edna/edna_jp/eddass.html,データベース,全国各地の農耕地で収集された土壌物理・化学性、作物栽培様式、 およびその畑土壌由来の eDNA （environmental DNA） 解析情報を収納した 「国内初の農耕地 eDNA バンク」です。,稼動中,,,,,Active,0,0,,,,,,,
NBDC02741,NBDC01572,eDDASs（アーカイブ）,,http://dbarchive.biosciencedbc.jp/jp/eddass/desc.html,データベース,eDDASs（イーダス）は，eDNA　Database for Agricultural Soilsの略称です。全国各地の農耕地で収集された土壌物理・化学性、作物栽培様式、 およびその畑土壌由来のeDNA（environmental DNA）解析情報を収納した「国内初の農耕地eDNAバンク」であり、 独立行政法人農業環境技術研究所で運営されています。高品質な作物生産を行う上で、安定した地力の確保、連作障害等の病害の克服が重要であ り、それを実現するためには、 土壌の物理性、化学性、生物性を適切に把握する必要があります。物理性、化学性については、これまで多くの知見が得られ、 土壌診断の項目にも取り入れられていますが、生物性の評価法は確立されていません。 土壌病害の発生や有機質肥料からの養分供給には微生物が関与しており、土壌診断には、生物性の評価が不可欠です。 eDDASsは，近年著しく発展しているDNA解析技術を用いて、土壌中に生息する膨大な微生物の一端を解析し、 その情報を解析者のみならず、土壌微生物研究等に関わる多くの方々に提供することを目的としています。 eDDASsの大きな特徴は、「細菌」・「糸状菌」・「線虫」を同時に比較できることです。 このように微生物を網羅したデータベースは国内では初めてです。,稼動中,,,,,,,,t,,,,,,
NBDC01573,,タイの伝統発酵食品データベース,,http://www.jircas.affrc.go.jp/DB/DB11/,データベース,タイの発酵食品を原料ごとに分類し、写真と共に解説したデータベースです。発酵食品に使用された生物種名、発酵食品に含まれる微生物種の学名が掲載されています。,稼動中,The traditional fermented foods of Thiland,,http://www.jircas.affrc.go.jp/DB/DB11/,"Fermented foods in Thailand are classified by ingredients and described with pictures. Scientific names of organisms and microorganisms, which constitute the fermented foods, are appeared.",Active,https://integbio.jp/dbcatalog/record/nbdc01573,https://integbio.jp/dbcatalog/en/record/nbdc01573,,,,,,,
NBDC01574,,Common underwater plants in coastal areas of Thailand,,https://www.jircas.affrc.go.jp/project/aquacult_Thailand/index.html,データベース,"タイ沿岸の水中植物のウェブ写真図鑑です。緑藻、褐藻、紅藻、車軸藻、海草の写真と採集地、水深、植物の特徴と生息場所の説明が収録されています。

このデータベースはタイのカセサート大学、モンクット王工科大学ラートクラバン校、および日本の国際農林水産業研究センターによる国際共同研究において収集され、2012年3月に出版された同名の図録を再編集したものです。",稼動中,Common underwater plants in coastal areas of Thailand,,https://www.jircas.affrc.go.jp/project/aquacult_Thailand/index.html,"This is a Web based pictorial database for common underwater plants in Thailand. 

The international collaborative research group between Kasetsart University (KU), King Mongkut's Institute of Technology Ladkrabang (KMITL) and the Japan International Research Center for Agricultural Sciences (JIRCAS) contributed to collection of these data.",Active,https://integbio.jp/dbcatalog/record/nbdc01574,https://integbio.jp/dbcatalog/en/record/nbdc01574,,,,,,,
NBDC01575,,多摩森林科学園サクラデータベース,,http://db.ffpri.affrc.go.jp/sakura/home.php,データベース,多摩森林科学園サクラ保存林に収集しているサクラに関するデータベースです。各サクラの履歴情報や花の形態測定データ、写真、遺伝子型、幼果菌核病罹病リスクなどの情報が紹介されています。種名・栽培品種名による一覧（サクラガイド）も利用できます。,稼動中,,,,,Active,https://integbio.jp/dbcatalog/record/nbdc01575,https://integbio.jp/dbcatalog/en/record/nbdc01575,,,,,,,
NBDC01576,,シイタケ品種のDNA判別法,,http://www.ffpri.affrc.go.jp/labs/shiitake/,データベース,シイタケ栽培品種の育成者権の保護強化のため、効率良く品種判別する方法を開発しました。日本の栽培シイタケ 133品種と野生菌株21菌株を特定するIGS1-DNA情報をDDBJ/EMBL/Genbank上で公開しました。,稼動中,,,,,Active,https://integbio.jp/dbcatalog/record/nbdc01576,https://integbio.jp/dbcatalog/en/record/nbdc01576,,,,,,,
NBDC01577,,PODC,,http://plantomics.mind.meiji.ac.jp/podc/,データベース,高速シーケンサーにより得られた遺伝子発現プロファイルデータをもとに、文献情報に基づく知識情報を組み合わせた遺伝子発現ネットワーク情報を提供するデータベースです。種々の植物の遺伝子について、遺伝子名、説明、発現プロファイル、転写因子・シス因子情報、予想される遺伝子機能等の情報、他の遺伝子との発現ネットワーク、パラログやオルソログ情報などをマニュアルキュレーションおよび自然言語処理により集積、提供しています。遺伝子、機能、サンプル条件、転写因子・シス因子に対するキーワード検索のほか、BLAST検索、GEN（gene expression network）検索も可能です。,稼動中,PODC,Plant Omics Data Center,http://plantomics.mind.meiji.ac.jp/podc/,"This database is a next-generation sequencing (NGS)-derived gene expression network (GEN) repository for a broad range of plant species. It contains transcript information (transcript variant, similarly expressed genes, transcription factor & cis-element, predicted ortholog and paralogs, and gene expression network, etc.), expression profiles of various tissues and various treated samples, and knowledge-based functional descriptions. Users can search those information by keyword search and blast search.",Active,https://integbio.jp/dbcatalog/record/nbdc01577,https://integbio.jp/dbcatalog/en/record/nbdc01577,,,,,,,
NBDC01578,,ICGC Data Portal,,https://dcc.icgc.org/,データベース,国際がんゲノムコンソーシアム （ICGC) に登録、公開されているがんのゲノム変異の研究データを、可視化、検索、ダウンロードするためのサイトです。日本からも国立がん研究センター等、大学や研究機関が参加し、データを提供しています。研究プロジェクトにより得られたデータそれぞれについて、医療データ、変異データ、試料データが収録されています。疾患器官、実施国、データタイプや腫瘍の進行度、患者年齢などで絞り込みが可能です。,稼動中,ICGC Data Portal,,https://dcc.icgc.org/,"This is the ICGC, International Cancer Genome Consortium, Data Portal, which provides tools for visualizing, querying and downloading ICGC data released quarterly by the consortium's member projects. It includes various types of data, such as genes, donors, mutations, projects, genesets, files, compounds. Clinical Data are also included.",Active,https://integbio.jp/dbcatalog/record/nbdc01578,https://integbio.jp/dbcatalog/en/record/nbdc01578,,,,,,,
NBDC01579,,循環器トライアルデータベース,,http://circ.ebm-library.jp/trial/index_top.html,データベース,循環器疾患を対象とした、主要な大規模臨床試験，疫学研究を収録するデータベースです。主要ジャーナルに論文掲載されたトライアルに、循環器関連の主要学会において発表されたものを追加して、目的、期間、対象などを収録しています。トライアル名、疾患分類、薬効分類、薬剤名、治療法およびキーワードによる検索が可能です。,稼動中,,,,,Active,https://integbio.jp/dbcatalog/record/nbdc01579,https://integbio.jp/dbcatalog/en/record/nbdc01579,t,,,,,,
