CHEMBL407	Q9UN88
CHEMBL451	Q9UN88
CHEMBL526	Q9UN88
CHEMBL856	Q9UN88
CHEMBL450	Q9UN88
CHEMBL1257	Q9UN88
CHEMBL979	Q9UN88
CHEMBL12	Q9UN88
CHEMBL452	Q9UN88
CHEMBL568	Q9UN88
CHEMBL448	Q9UN88
CHEMBL1522	Q9UN88
CHEMBL971	Q9UN88
CHEMBL580	Q9UN88
CHEMBL285674	Q9UN88
CHEMBL30219	Q9UN88
CHEMBL1200802	Q9UN88
CHEMBL1102	Q9UN88
CHEMBL1200472	Q9UN88
CHEMBL661	Q9UN88
CHEMBL70418	Q9UN88
CHEMBL969	Q9UN88
CHEMBL1341	Q9UN88
CHEMBL967	Q9UN88
CHEMBL454	Q9UN88
CHEMBL591	Q9UN88
CHEMBL646	Q9UN88
CHEMBL1201065	Q9UN88
CHEMBL1200733	Q9UN88
CHEMBL1200790	Q9UN88
CHEMBL1200694	Q9UN88
CHEMBL1200420	Q9UN88
CHEMBL1200703	Q9UN88
CHEMBL2068724	Q9UN88
CHEMBL1200903	Q9UN88
CHEMBL1200982	Q9UN88
CHEMBL2096631	Q9UN88
CHEMBL1201179	P04626
CHEMBL1201585	P04626
CHEMBL1743082	P04626
CHEMBL2007641	P04626
CHEMBL451887	Q16186
CHEMBL325041	Q16186
CHEMBL98	O15379
CHEMBL407	P34903
CHEMBL451	P34903
CHEMBL526	P34903
CHEMBL856	P34903
CHEMBL450	P34903
CHEMBL1257	P34903
CHEMBL979	P34903
CHEMBL12	P34903
CHEMBL452	P34903
CHEMBL568	P34903
CHEMBL448	P34903
CHEMBL1522	P34903
CHEMBL971	P34903
CHEMBL580	P34903
CHEMBL285674	P34903
CHEMBL30219	P34903
CHEMBL1200802	P34903
CHEMBL1102	P34903
CHEMBL1200472	P34903
CHEMBL661	P34903
CHEMBL70418	P34903
CHEMBL969	P34903
CHEMBL1341	P34903
CHEMBL967	P34903
CHEMBL454	P34903
CHEMBL591	P34903
CHEMBL646	P34903
CHEMBL1201065	P34903
CHEMBL1200733	P34903
CHEMBL1200790	P34903
CHEMBL1200694	P34903
CHEMBL1200420	P34903
